title,published_at,NMF_topic,NMF_score
We Love the Samsung Galaxy Z Flip 5 and It’s Down to an All-Time Low of $776 at Amazon,2025-07-17 00:36:00,2,0.003691655100715666
07/16/2025,2025-07-17 00:30:00,1,0.0
Goldman's CEO is finding his groove after years of challenges. Here are 4 reasons David Solomon is optimistic.,2025-07-17 00:26:22,2,0.004271125215805447
"NATO warns India, China, Brazil of 100% sanctions over Russia trade",2025-07-17 00:24:37,2,0.06620036142815612
Corporate turnaround artist Jim Lanzone is “sticking to what users need” as CEO of Yahoo,2025-07-17 00:24:21,1,0.0017035515527595998
"Padres make Leo De Vries, Ethan Salas decisions ahead of deadline",2025-07-17 00:24:01,2,0.12069786138540133
"Fanatics Accused of Conspiring With Leagues, Unions on High Card Prices",2025-07-17 00:20:22,1,0.0006574504139668278
Main Street Action Joins $50M Battleground Alliance to Flip the House,2025-07-17 00:18:23,3,0.007161300308837352
"Faced with geopolitics and trade war, US companies in China report record-low new investment plans",2025-07-17 00:09:22,2,0.11597912300996269
Bucks trade proposal nets massive return for two-time MVP Giannis Antetokounmpo,2025-07-17 00:05:57,2,0.06100523204013539
Mariners tabbed as World Series contenders after strong first half,2025-07-17 00:05:16,2,0.013775919888280046
Duty Dilemma: India Inc's American dream on hold as tariff talks drag,2025-07-17 00:04:41,3,0.10058841880485703
Padres predicted to get 'creative' at trade deadline amid barren farm system,2025-07-17 00:02:50,2,0.192653966239511
"Daunted by geopolitics and trade war, US companies in China report record-low new investment plans",2025-07-17 00:01:25,2,0.11597912300996269
Tigers trade pitch moves Jackson Jobe and more for $120 million All-Star,2025-07-16 23:57:43,2,0.11166228131027923
Clippers Beat Out Rival Lakers for 3-Time All- Star Bradley Beal,2025-07-16 23:51:06,2,0.0414399555921915
"NATO Chief Warns Brazil, China, India to Stop Doing Business with Russia",2025-07-16 23:41:57,1,0.018399493606066235
Los Angeles Clippers Signing 3x All-Star Scorer,2025-07-16 23:33:31,2,0.017550010598591046
Goldman Sachs profits jump as CEO eyes more merger activity,2025-07-16 23:32:32,1,0.004124626701748707
U.S.-India Trade Rapprochement Effort in the Face of New Tariffs,2025-07-16 23:30:47,2,0.07072974772705334
Goldman Sachs Profits Jump As CEO Eyes More Merger Activity,2025-07-16 23:30:26,1,0.004124626701748707
Rotorua developer Tony Bradley takes over stalled Victoria St project with Kāinga Ora,2025-07-16 23:30:00,2,0.0037927978602967354
Goldman Sachs profits jump as CEO eyes more merger activity,2025-07-16 23:28:34,1,0.004124626701748707
M&A Enforcement Easing Under The Trump Administration,2025-07-16 23:24:57,1,0.06332790571134661
U.S. producer prices unchanged as wholesale inflation cooled in May,2025-07-16 23:24:02,3,0.0016079296618133683
"US not just demanding market access, but plans to invest: RI",2025-07-16 23:21:42,2,0.018166295245545843
Reports: Indonesia Trade Deal Unlocks Massive Copper Access for U.S.,2025-07-16 23:19:01,1,0.10247108284103772
"Clippers to sign Bradley Beal to two-year deal after completion of contract buyout with the Suns, per report",2025-07-16 23:18:04,2,0.03748576959763763
Berserk's Best Anime Adaptation Gets Limited-Time Price Cut At Amazon,2025-07-16 23:18:00,2,0.01878505939928068
What a new contract for Terry McLaurin could look like as star WR puts Commanders on notice,2025-07-16 23:16:41,2,0.08374967284017283
Bitcoin Wavers After Trump Says He's 'Not Planning' to Fire Fed Chair,2025-07-16 23:16:41,1,0.08274512485301361
"Egypt, China sign deal for flagship industrial zone expansion",2025-07-16 23:16:00,1,0.04682685112602496
Bradley Beal's price was right for Clippers in West-altering decision,2025-07-16 23:15:31,2,0.02377000589976184
Aura Minerals Shares Mixed in US Debut After Oversubscribed Deal,2025-07-16 23:15:07,1,0.045448988279568274
The Wrecking of the FBI,2025-07-16 23:15:00,3,5.0002920061450344e-33
Bucks get bad news on signing All-Star guard as Damian Lillard replacement,2025-07-16 23:14:39,2,0.025858221424400203
Bradley Beal Will Reportedly Sign With Clippers After Buy Out from Suns,2025-07-16 23:13:46,2,0.03424625268510497
"Lakers miss out on 3-time All Star as West rival edges LeBron James, Luka Doncic for signing",2025-07-16 23:09:14,2,0.044736016066503896
"EU Drops Digital Tax, Clearing the Way for Apple and Other US Tech Giants",2025-07-16 05:21:30,1,0.010092489303922382
Asia stock markets today: live updates,2025-07-16 05:12:58,2,0.007055382774726758
This hypothetical Lakers trade sends away LeBron James to team up with old friends,2025-07-16 05:05:24,2,0.08922904758839047
"Video
Bag designer says cost of making products in U.S. is too high
5:00",2025-07-16 05:03:33,1,0.025202003179046775
Phillies linked to struggling former All-Star ahead of trade deadline,2025-07-16 04:50:05,2,0.21555898608291402
"After widespread slowdown, Port of LA import surge is a sign Trump’s ‘whipsaw’ tariffs sparked ‘one last’ stockpiling push, executive director says",2025-07-16 04:33:00,1,0.03291919757589606
Green Thumbs-Up from British Growers and Traders for UK-EU Plant Deal,2025-07-16 04:30:00,1,0.044159011148932115
Five Blockbuster Trades Phillies Should Make to Reach World Series,2025-07-16 04:28:50,2,0.06674420569819998
Asian Traders Tread With Caution as Fed Bets Wane: Markets Wrap,2025-07-16 04:28:25,1,0.002523892453416429
"Stock market today: Dow, S&P 500, Nasdaq tick up as Wall Street juggles tariffs, earnings, and inflation",2025-07-16 04:20:44,1,0.007962278083795458
"Stock market today: Dow, S&P 500 stall, Nasdaq futures slip as Fed rate cut bets wane",2025-07-16 04:20:44,1,0.014301984513014256
"Australian PM Talks Trade in China, Sidesteps Tensions With Xi",2025-07-16 04:18:52,2,0.061895631110679104
Accenture Song – WPP merger rumors swirl – but would it make sense?,2025-07-16 04:14:35,2,0.042304637702069554
"Most Canadians prefer ""hard approach"" in trade talks with Trump: survey",2025-07-16 04:12:00,2,0.07841816064521615
Wheat Closes with Mixed Trade on Tuesday,2025-07-16 04:07:57,2,0.06985918267532819
Canelo Alvarez vs. Hamzah Sheeraz In 2026?,2025-07-16 04:07:32,3,6.889315598330665e-33
Soybeans Fall on Tuesday,2025-07-16 04:01:35,2,0.00502009215641459
Trump Says He Has a Trade Deal With Indonesia,2025-07-16 03:56:46,1,0.33803953714719387
Trump defends giving Putin '50 days' to make peace with Ukraine,2025-07-16 03:49:56,1,0.05636943867140676
U.S. says Nvidia's sales of AI chips to China are part of rare earths talks,2025-07-16 03:49:00,1,0.04188338411336187
"Kyrie Irving’s ACL rehab Ahead of schedule, says Mavericks GM Nico Harrison",2025-07-16 03:47:45,1,0.019578005763452578
Maple Leafs eye Erik Karlsson in bold blue line shake-up trade idea,2025-07-16 03:40:32,2,0.04583127474716762
Can Shemar Stewart return to college? Explaining potential options for Bengals pass rusher during contract holdout,2025-07-16 03:32:45,2,0.03446132415699538
Trump says Indonesia to face 19 percent tariff under trade deal - Economy - The Jakarta Post,2025-07-16 03:29:49,1,0.20660604650382666
Phillies get projected trade cost to land Guardians' Emmanuel Clase,2025-07-16 03:27:56,2,0.08905514870501084
"Nasdaq edges to record as Dow, S&P 500 retreat",2025-07-16 03:24:44,2,0.0051698648413609416
"Nvidias resumption of AI chips to China is part of rare earths talks, says US",2025-07-16 03:23:15,1,0.03279983904739344
Could Bitcoin finally be ‘mooning’? (Paul Quickenden),2025-07-16 03:23:07,1,0.0013341645168722662
Turkey’s Regional Power Push,2025-07-16 03:22:04,2,0.0021912046415316433
The lie at the heart of Trump’s entire economic agenda,2025-07-16 03:08:38,1,0.0025336512768433335
Eight Books on Focus,2025-07-16 03:07:31,2,0.0007138914771575932
Trump Broke the Left and Exposed Its Dirty Playbook,2025-07-16 03:07:14,1,0.04521061436705619
Trump sets 19% tariff on Indonesia goods in latest deal; EU readies retaliation,2025-07-16 03:05:23,1,0.12185558670876637
Trump Trade Deal Revealed: Indonesia Shoe Imports to US Will Face 19 Percent Tariff Rate,2025-07-16 03:01:14,1,0.20689027477113972
America’s only rare earth producer gets a boost from Apple and Pentagon agreements,2025-07-16 02:49:36,3,0.015934552177554916
America’s only rare earth producer gets a boost from Apple and Pentagon agreements,2025-07-16 02:49:36,3,0.015934552177554916
Trump Promised to End Inflation. He’s Bringing It Back Instead.,2025-07-16 02:48:20,1,0.05920606679720736
Fyodor Lukyanov: Here’s the fundamental difference between Russian and US strategy towards Ukraine,2025-07-16 02:46:01,1,0.007854240156121937
Rachel Reeves Mansion House 2025 speech,2025-07-16 02:45:16,2,0.0022070705104542377
Bucks need to consider reunion with free agent former Milwaukee standout,2025-07-16 02:43:30,2,0.016607675217887932
"Eli Manning backs out of Giants ownership purchase, Darren Waller seeks sunnier skies with Dolphins",2025-07-16 02:42:00,2,0.004747546631221792
Xi Jinping reinforces China’s military rights in meeting with Albanese,2025-07-16 02:35:21,2,0.003711391436614997
Stocks Fade as Expectations are Trimmed for Fed Rate Cut in September,2025-07-16 02:32:41,1,0.013708481927707454
World Energy Report Exposes Looming Resource Crises,2025-07-16 02:30:00,2,0.015916020331631555
Moishe Mana scores $150M refi for 56-property portfolio in Miami’s Wynwood,2025-07-16 02:30:00,2,0.00032761460509909447
Trump announces 19 percent tariff on Indonesia,2025-07-16 02:29:29,1,0.24431849416067317
China Gets NVIDIA AI Chips Again as US Approves Sales,2025-07-16 02:18:38,2,0.013001742028344863
"Colorado’s Roger Hutson tried to keep Trump from a second term. But six months in, he’s ‘very impressed.’ (Opinion)",2025-07-16 02:17:18,1,0.04875900803671501
Why Padres 'Trade Deadline Dream Scenario' Makes Perfect Sense For San Diego,2025-07-16 02:00:01,2,0.10054013915439668
"US Trade Wars Will Hit Households Worldwide, BOE’s Bailey Warns",2025-07-16 01:54:03,2,0.05356612146489003
Most Canadians prefer tough approach in trade talks with Trump: survey,2025-07-16 01:50:54,2,0.06317352531200875
Lakers Receive Update Regarding Luka Doncic's Contract Situation,2025-07-16 01:46:25,2,0.038934214536117395
Portman Ridge Finance Corporation Closes Merger with Logan Ridge Finance Corporation,2025-07-16 01:45:00,2,0.0020863490204569846
The cost of Moscow’s war,2025-07-16 01:45:00,1,0.005777287248808602
"Trump: Indonesia Agrees to Pay 19 Percent Tariff, Open Up Market to U.S. in Trade Deal",2025-07-16 01:44:51,1,0.12024952420083608
"Stock market today: Dow slides after CPI inflation accelerates, Nvidia's surge lifts Nasdaq to record",2025-07-16 01:39:55,2,0.005606485951153916
Trump announces trade deal with Indonesia,2025-07-16 01:39:12,1,0.3456179526219703
Embraer Says Impact of Trump Tariffs Could Rival Covid,2025-07-16 01:32:21,1,0.09648873507139973
EU demands more action from Israel on aid deal as strikes in Gaza continue,2025-07-16 01:21:29,1,0.05296441334407182
Trump claims tariff deal with Indonesia,2025-07-16 01:17:58,1,0.2410600006281477
India's Top Diplomat Visits China for First Time in 6 Years for Trade and Security Talks,2025-07-16 01:17:17,2,0.06550808100184724
MLB Writer Expects Rangers To Cut Ties With All-Star Slugger In Monster Trade,2025-07-16 01:14:01,2,0.12110430683261258
EU backs Trump Ukraine U-Turn but wants US to 'share burden',2025-07-16 01:14:00,1,0.08567333312492091
Trump to 'refine trade deal' with UK,2025-07-16 01:08:00,1,0.13399943037894338
"Crude Falls Amid Stronger Dollar, Supply Risk Doubts",2025-07-16 01:00:08,2,0.013717717162676174
"Report: Steelers, TJ Watt Facing Major Issue in Contract Discussions",2025-07-16 00:54:23,2,0.02923932756413661
"US banking giants reap gains from dealmaking rebound, trading bump",2025-07-16 00:52:24,2,0.009213494799830286
Padres' Jackson Merrill makes NSFW remark on play before All-Star break,2025-07-16 00:51:53,2,0.011090043442889167
"Trump's new trade deal promises billions to the U.S. — plus, reasons behind the mixed market",2025-07-16 00:47:48,1,0.06512152930767355
"Trump says trade deal with Indonesia 'great deal, for everybody'",2025-07-16 00:47:39,1,0.33803953714719387
Former Bucks guard Vasilije Micic signs lucrative deal with EuroLeague powerhouse,2025-07-16 00:47:36,1,0.036204076047377805
'We will keep delivering!' Trump touts 'landmark deal' with new steep tariff,2025-07-16 00:35:02,1,0.10188459855602341
Consider the lobster: A crustacean's voyage through Donald Trump's trade chaos,2025-07-16 00:30:00,2,0.059532050591062556
Trump announces trade deal with Indonesia,2025-07-16 00:25:28,1,0.3456179526219703
Bengals in contract standoff with Trey Hendrickson: Breaking down where things stand going into training camp,2025-07-16 00:15:34,2,0.024362020425963644
Aiarty Rescues Your Noisiest Footage and Photos from the Darkest Scenes,2025-07-16 00:13:40,3,8.759754300875263e-33
Indonesia signs up for 50 Boeing jets as Trump imposes 19 percent tariff on goods,2025-07-16 00:09:32,1,0.11085934292828512
"Trump Announces Trade Deal With Indonesia, Opening Entire Market to U.S.",2025-07-16 00:09:28,1,0.18807288726310284
Omnicom Remains On Track to Close IPG Deal This Year,2025-07-16 00:09:19,1,0.04467947617966796
Red Sox Blockbuster? Why Latest Alex Bregman Trade Rumors Make No Sense,2025-07-16 00:09:01,2,0.17238090553564947
Steel producers warn of dire consequences of U.S. trade deal with tariffs,2025-07-16 00:03:19,1,0.0698964956137306
America’s only rare earth producer gets a boost from Apple and Pentagon agreements,2025-07-15 23:59:36,3,0.015934552177554916
Delay on health labelling on alcohol comes amid uncertain trading environment,2025-07-15 23:57:42,2,0.0173151130441638
America's only rare earth producer gets a boost from Apple and Pentagon agreements,2025-07-15 23:55:21,3,0.015934552177554916
"Trade Talks: Trump Says Will Have Access Into India, Working On Same Line As Indonesia",2025-07-15 23:40:38,1,0.15236931002705348
Congress collects MPs’ signatures for impeachment motion against Justice Yashwant Varma,2025-07-15 23:33:38,1,0.00024007204068788622
How Trump Can Turn Ukraine Around,2025-07-15 23:33:10,1,0.09498563143432767
"[Latest] Global Recycled Ocean Plastics Market Size/Share Worth USD 3.50 Billion by 2034 at a 6.81% CAGR: Custom Market Insights (Analysis, Outlook, Leaders, Report, Trends, Forecast, Segmentation, Growth Rate, Value, SWOT Analysis)",2025-07-15 23:31:00,1,0.011067926920539303
Trump Says Indonesia To Face 19% Tariff Under Trade Deal,2025-07-15 23:30:27,1,0.3096326322509848
"China growth pings, A US tariff playbook?",2025-07-15 23:29:22,1,0.05767369230039043
"NATO Chief Warns India, China and Brazil Of Secondary Sanctions Over Russia Links",2025-07-15 23:28:24,1,0.0147710878711396
Federal judge halts CFPB rule to remove medical debt from credit reports,2025-07-15 23:26:56,1,0.0019344606905386656
Carney says US-Canada trade deal likely to include some tariffs,2025-07-15 23:19:34,1,0.12796235687690183
Terry McLaurin landing spots: Potential trade suitors as WR frustrated with Commanders amid contract dispute,2025-07-15 23:18:05,2,0.12940847020548057
Tesla launches Model Y in India with elevated price tag amid high tariffs,2025-07-15 23:13:05,1,0.01563502891793361
Terry McLaurin ‘frustrated’ with contract status ahead of Commanders training camp,2025-07-15 23:12:26,2,0.09006839881773337
"Manhattan, Chicago Murder Rates Plunge in 2025, Officials Say",2025-07-15 23:08:05,2,0.004205842166399552
Trump throws gauntlet down on Putin — who gambled he could stall his way to victory,2025-07-15 04:55:02,1,0.04187971085646291
US imposes a 17% duty on Mexican tomatoes in hopes of boosting domestic production,2025-07-15 04:43:29,3,0.4079346464445555
Fresh Mexican tomatoes singled out for 17% tariff,2025-07-15 04:41:05,3,0.38024408709266894
"Indian exports to US to be more competitive after tariff hike on China, other countries: Niti Aayog",2025-07-15 04:40:00,1,0.025378105826897812
Brook Lopez could see a potential 'twin towers' role with Ivica Zubac on Clippers,2025-07-15 04:33:26,2,0.018312605937683184
US tariffs of 30% could accelerate job losses - Tánaiste,2025-07-15 04:30:01,1,0.022644579904821615
US Imposes Major Duty On Fresh Mexican Tomatoes To Boost Domestic Production,2025-07-15 04:09:38,3,0.4692712517830121
"Deal-making across Wall Street is ramping up, Jim Cramer says",2025-07-15 04:08:53,1,0.03345365063634096
Why Trump Suddenly Sounds Tougher on Russia,2025-07-15 04:02:00,1,0.062060453353008055
US announces 17% tariff on Mexican tomato imports,2025-07-15 03:51:31,3,0.1443086529827388
US imposes a 17% duty on fresh Mexican tomatoes in hopes of boosting domestic production,2025-07-15 03:38:44,3,0.464760566042498
"Rollins Slams Medicaid, Touts Healthy Food to Cut Health Care Costs—GOP Cut Both Programs",2025-07-15 03:37:48,2,0.01262930678036103
"Trump’s new Ukraine plan, briefly explained",2025-07-15 03:36:14,2,0.01391979573811692
Trump administration imposes 17% tariff on fresh Mexican tomatoes,2025-07-15 03:35:00,3,0.4646585997494413
"Trump sours on Putin, but bromance may not be over",2025-07-15 03:31:00,1,0.06866426432598503
Trade Desk's stock jumps on S&P 500 inclusion as Ansys exits index due to acquisition,2025-07-15 03:28:45,2,0.04811576701305971
"DEAL: Save $720 on Galaxy Z Flip 7, Free Upgraded Storage Included",2025-07-15 03:27:26,2,0.010789611389215213
"EU trade ministers call Trump’s 30% tariff ‘absolutely unacceptable,’ plan countermeasures",2025-07-15 03:19:59,1,0.06469420744919428
Trump threatens Russia with tariffs while unveiling new Ukraine weapons plan,2025-07-14 23:34:03,1,0.08589373958726698
China exports beat forecasts in June after U.S. tariff truce,2025-07-15 03:07:03,1,0.03320844437066677
Japan ruling party support plunges ahead of national election in NHK poll,2025-07-15 03:02:58,1,0.020126111710514073
Trump Threatens Secondary Tariffs Against Russia’s Trade Partners,2025-07-15 03:02:46,1,0.11767104817460347
EU threatens countermeasures over U.S. tariffs; Trump says he is open to talks,2025-07-15 02:57:33,1,0.12352767439235729
Trump threatens Russia with 100% tariffs if war on Ukraine isn't resolved within 50 days,2025-07-15 02:57:08,1,0.09014682101309669
US imposes a 17% duty on fresh Mexican tomatoes,2025-07-15 02:56:50,3,0.5715513390427045
"S&P 500 Gains & Losses Today: EQT Stock Jumps, Modelo Maker Constellation Drops",2025-07-15 02:55:45,1,0.005265069382381221
George Pickens predicted to sign $76 million contract after trade from Steelers to Cowboys,2025-07-15 02:54:52,2,0.14342733757070927
Censorship for Citizenship,2025-07-15 02:53:00,3,5.0002920061450344e-33
"Mexico, EU Tariff Threats Follow Double Digit Trend: How Shoe Firms Are Responding",2025-07-15 02:52:42,1,0.03677501070189613
Yankees Pushed To Swing 'Emergency Trade' For $13.5 Million Ace,2025-07-15 02:51:37,2,0.08431501101183614
Soybeans Weakness Continues on Monday,2025-07-15 02:45:37,2,0.00015385128604064133
US imposes a 17% duty on fresh Mexican tomatoes,2025-07-15 02:42:27,3,0.5715513390427045
US imposes a 17% duty on fresh Mexican tomatoes,2025-07-15 02:42:25,3,0.5715513390427045
US imposes a 17% duty on fresh Mexican tomatoes,2025-07-15 02:39:32,3,0.5715513390427045
US imposes a 17% duty on fresh Mexican tomatoes,2025-07-15 02:39:32,3,0.5715513390427045
"Cooper, Drake, and Klay: 7 wild NBA Offseason Storylines",2025-07-15 02:39:00,2,0.009605163413540802
"Samsung Has Secured A Decisive Win In Its OLED Trade Secret Infringement Case Against China’s BOE – A Major Blow For Apple, Which Now Risks Higher iPhone 17e Production Costs",2025-07-15 02:36:42,2,0.03811166433036328
Xi and Albanese to meet — with some touchy topics on the agenda,2025-07-15 02:32:37,2,0.0029836356686962365
"Fox News Politics Newsletter: Biden Chief of Staff OK'd Autopen Pardons, Email Reveals",2025-07-15 02:31:59,2,0.007408632198158146
San Francisco 49ers in crisis as Jauan Jennings demands more money or walks away,2025-07-15 02:26:36,2,0.006037165549107252
"EU to hit US aircraft, cars and food in latest retaliatory strike",2025-07-15 02:17:35,2,0.019570486937945615
Trump Threatens Moscow With Tariffs If No Ukraine Deal In 50 Days,2025-07-15 02:13:57,1,0.14600666517145597
Stocks Rebound as Trump Says He’s Open to Trade Talks,2025-07-15 02:09:10,1,0.1328647172767568
"Trump's latest tariff salvo fuels economic uncertainty, experts say",2025-07-15 02:07:54,1,0.02434122506044252
Rookie Hugo Gonzalez reveals two favorite Celtics growing up,2025-07-15 02:02:19,2,0.013479599014719755
LeBron James Sends Message to Cavaliers Executive Amid Trade Speculation,2025-07-15 01:58:47,2,0.09509696182530768
"Almost half of young workers expected to work unpaid overtime, while a quarter aren’t paid compulsory super",2025-07-15 01:39:31,2,0.005551372236871984
Red Sox Predicted to Cut Ties With Jarren Duran After $200M Alex Bregman Update,2025-07-15 01:37:33,2,0.09049297369110129
"Stock market today: Nasdaq secures record close as investors shake off tariff threats, eye key inflation data",2025-07-15 01:30:46,1,0.027494509570166605
Dementia Don: My Tariff Threatening Letters Are 'The Deals',2025-07-15 01:30:02,1,0.031333206623360574
Most important non-QB for every NFL team: These players will go a long way in determining their club's success,2025-07-15 01:25:33,2,0.01248906514129945
Did Windsurf Sell Too Cheap? The Wild 72-Hour Saga and AI Coding Valuations,2025-07-15 01:18:59,2,0.0031362295815415184
Pension fund Previ sells stake in Brazil's BRF ahead of Marfrig deal,2025-07-15 01:16:29,1,0.03353839329723357
MLB writer proposes crazy Cardinals' Sonny Gray Red Sox trade,2025-07-15 01:14:50,2,0.11968398817876567
Mavericks officially make $54 million decision as trade questions loom,2025-07-15 01:14:45,2,0.15124920259246508
Yankees’ trade targets include 5 Pittsburgh Pirates players,2025-07-20 21:19:51,2,0.06585301732027564
Port of LA sees record freight in trade war whipsaw to beat tariffs,2025-07-15 01:13:31,2,0.04299990967717254
Insider reveals Celtics' Anfernee Simons trade plan as questions mount,2025-07-15 01:12:03,2,0.07316058376287839
Heat considered favorites for 9-time All-Star and Celtics' target for one reason,2025-07-15 01:08:05,2,0.014052337886288893
"Lakers' Bronny James is showing summer-league improvement, but he has long way to go to carve out NBA role",2025-07-15 01:07:01,2,0.016246294286047295
Bucks' Giannis Antetokounmpo creates interesting contract situation for Knicks wing,2025-07-15 01:05:26,2,0.02200521583472004
EU wine “concerned” about Trump tariffs threat but optimistic of deal,2025-07-15 01:00:41,1,0.13743872103046034
Roundup: Italy urges dialogue with U.S. as tariff hikes threaten blns in loss,2025-07-15 00:51:00,1,0.0221966915215606
Giants' deep running back room sets up camp battles,2025-07-15 00:42:44,2,0.003913313294745621
"E.U. tariffs set to raise pasta and wine prices, threatening jobs on both sides of the Atlantic",2025-07-15 00:32:37,1,0.01601151428302197
"How Greg Sankey, the SEC and Big Ten will steer the future of college football",2025-07-15 00:28:48,2,0.005022268440956242
Two trade scenarios for Pirates Mitch Keller,2025-07-15 00:24:32,2,0.060376122426976916
Row Polymorphic Programming,2025-07-15 00:20:31,3,6.025242425076606e-33
Trump Threatens New Sanctions on Russian Exports After Grace Period,2025-07-14 23:33:46,1,0.05948610393630597
Trump Gives Putin Deadline: Peace in 50 Days or 100% Tariffs on Russia's Trade Partners,2025-07-15 00:20:10,1,0.08792970461831515
Trump Threatens 100% Secondary Tariffs on Russia If No Ukraine Deal in 50 Days,2025-07-15 00:20:00,1,0.1480045271451373
Port of LA Sees Busiest June Ever as Tariffs ‘Whipsaw’ Imports,2025-07-15 00:19:20,1,0.0210788110111628
'Knife to a gunfight': Trump ridiculed for '​big reveal' with Russia,2025-07-15 00:18:35,1,0.0881014615917031
It's not so good(s)! India has trade gap with 5 of 7 key FTA partners,2025-07-15 00:13:05,2,0.06571699144816555
"Samsung EPP/EDU New App Users: 12.4"" 512GB Samsung Galaxy Tab S10+ w/ S Pen $512.49 w/ Trade-In of Any Tablet & More + Free Shipping",2025-07-15 00:05:45,2,0.016437400084994887
US trade talks moving at fast pace for win-win deal: Piyush Goyal,2025-07-15 00:03:32,2,0.05936603451469932
Trump threatens Russia with tariffs while unveiling new Ukraine weapons plan,2025-07-14 23:50:42,1,0.08589373958726698
AI Startup Cognition to Buy Windsurf After Google Licensing Deal,2025-07-14 23:47:29,1,0.04009302910076043
Jauan Jennings update: honest and straightforward,2025-07-14 23:35:34,2,0.00489610006249361
"EU trade deal may open export markets for green, sustainable goods: RI",2025-07-14 23:35:28,1,0.07575791321336482
Let’s free ourselves of the U.S. and forge closer ties with China,2025-07-14 23:31:32,2,0.038994268004917745
Trump Issues Nonsensical Threat to Putin Over Ukraine War,2025-07-14 23:27:29,1,0.06195309061439065
Trump is Undoing Climate Action. Can Clean Energy Investments Survive?,2025-07-14 23:20:53,1,0.048786748347518026
Analysis-US rare earth pricing system is poised to challenge China's dominance,2025-07-14 23:18:36,2,0.0027137889033828793
Analysis-US rare earth pricing system is poised to challenge China's dominance,2025-07-14 23:18:36,2,0.0027137889033828793
EU warns of 'countermeasures' after Trump announces 30 percent tariffs,2025-07-14 23:14:03,1,0.16876004809831116
"Fantasy Basketball 2025 Free Agency Wrap-Up: Ayton to Lakers, Booker stays, Thunder lock in core, more",2025-07-14 23:12:39,2,0.011477355773396746
List of US Imports From Russia as Trump Threatens Secondary Tariffs,2025-07-14 23:11:10,1,0.090253711256871
EU trade ministers call Trump’s 30% tariffs ‘absolutely unacceptable’,2025-07-14 23:06:43,2,0.08728903616756307
Red Sox could target $8.2 million Cardinals All-Star to boost bullpen,2025-07-14 23:02:15,2,0.11407357836966957
"US wants EU to ‘follow us 100%’ on China, says Brussels",2025-07-14 23:00:56,1,0.058047400128856466
Emerald Creek Lends $23M on Tennessee Industrial Mixed-Use Acquisition,2025-07-14 23:00:46,2,0.001219580696554704
"India inches closer to historic US trade deal, can Modi dodge Trump’s 26% tariff threat?",2025-07-14 22:58:07,2,0.052744042990694615
Beyond Meat Fights for Survival,2025-07-20 05:24:40,3,6.025242425076606e-33
Zelensky calls for ceasefire talks with Russia next week | CNN,2025-07-20 05:20:23,1,0.014972608919961087
Trump administration imposes limits on Mexican flights and threatens Delta alliance in trade dispute,2025-07-20 05:07:56,3,0.2066639364349601
Trump administration imposes limits on Mexican flights and threatens Delta alliance in trade dispute - AP News,2025-07-20 05:02:15,3,0.19002804870472215
Latest Mock Trade Sends $60 Million All-Star Slugger To Loaded Dodgers,2025-07-20 04:52:01,2,0.15216281791079206
"India, US teams conclude fifth round of talks on proposed trade pact: Official",2025-07-20 04:50:00,2,0.06639747414526258
"Trump’s ambitions collide with Epstein, Fed and health concerns",2025-07-20 04:39:29,1,0.0009595941270789403
Trae Young's NBA Future Has Become a Focus Around the League,2025-07-20 04:34:29,2,0.0088682386766694
"A Potential Investor Reached Out To Small Business Owners Asking, 'What Are The Best 'Boring' Businesses To Buy From Retiring Boomers?'",2025-07-20 04:30:42,2,0.02132320263269544
OPEC Is Playing The Long Game,2025-07-20 04:30:00,2,0.002353900210503852
OPEC Is Playing The Long Game,2025-07-20 04:30:00,2,0.002353900210503852
"US threatens Mexican flights over cargo, competition issues - Reuters",2025-07-20 04:02:55,3,0.14155374546880356
"With Beal in fold, Clips turn sights toward CP3",2025-07-20 03:50:06,2,0.005081486465416735
Trevor Cahill Retires,2025-07-20 03:50:04,2,0.0006229594844446781
"US threatens Mexican airline flights over cargo, competition issues - Reuters",2025-07-20 03:42:44,3,0.13028988881539452
"Lakers plan to sign 6-foot-3 former Celtics DPOY, fan favorite guard",2025-07-20 02:56:26,2,0.029988673718578208
Samsung - Galaxy Watch Ultra 2024 - $324.99,2025-07-20 02:38:42,2,0.0024415059557171305
Japan PM Faces Reckoning In Upper House Election,2025-07-20 02:30:28,1,0.03289889278665632
Time v money: Examining the cost of convenience in daily life - Nadine Higgins,2025-07-20 02:30:00,1,0.002250654438568507
Why American Chefs Are Going All in on This Delicious European Fish,2025-07-20 02:30:00,2,0.0024605862999970154
Braves Shockingly Predicted To Cut Ties With $73 Million Gold Glove Star,2025-07-20 02:18:20,2,0.11628386729447804
Phillies Adding On? Blockbuster Trade Rumors Heating Up As Deadline Nears,2025-07-20 02:16:19,2,0.18008608840387477
Japan tariff negotiator Akazawa to hold more trade talks in U.S. this week,2025-07-20 02:15:08,1,0.07854829750579091
Japan heads to polls in key test for PM Ishiba,2025-07-20 02:13:23,1,0.031064798575354664
Trump announces 'massive' trade deal with Japan,2025-07-23 05:19:03,1,0.33342113530564504
NFL Insider Weighs in on Possibility of Terry McLaurin Trade,2025-07-20 02:04:02,2,0.10609951469731134
"NBA free agency rumors: Clippers 'strongly considering' Chris Paul; Knicks, Kings linked to Ben Simmons",2025-07-20 01:55:49,2,0.035963428137549325
