title,published_at,LDA_topic,LDA_score
07/16/2025,2025-07-17 00:30:00,1,0.3333333333333333
Goldman's CEO is finding his groove after years of challenges. Here are 4 reasons David Solomon is optimistic.,2025-07-17 00:26:22,2,0.9157177453584231
"NATO warns India, China, Brazil of 100% sanctions over Russia trade",2025-07-17 00:24:37,2,0.9028394297217069
Corporate turnaround artist Jim Lanzone is “sticking to what users need” as CEO of Yahoo,2025-07-17 00:24:21,2,0.9246138305308391
"Padres make Leo De Vries, Ethan Salas decisions ahead of deadline",2025-07-17 00:24:01,3,0.9125746391211196
"Fanatics Accused of Conspiring With Leagues, Unions on High Card Prices",2025-07-17 00:20:22,3,0.9098738739961438
Main Street Action Joins $50M Battleground Alliance to Flip the House,2025-07-17 00:18:23,3,0.9216070249266014
"Faced with geopolitics and trade war, US companies in China report record-low new investment plans",2025-07-17 00:09:22,1,0.9291450906629768
Bucks trade proposal nets massive return for two-time MVP Giannis Antetokounmpo,2025-07-17 00:05:57,1,0.6234781552345858
Mariners tabbed as World Series contenders after strong first half,2025-07-17 00:05:16,1,0.9136656988704442
Duty Dilemma: India Inc's American dream on hold as tariff talks drag,2025-07-17 00:04:41,3,0.7771507935279923
Padres predicted to get 'creative' at trade deadline amid barren farm system,2025-07-17 00:02:50,2,0.9092162776247156
"Daunted by geopolitics and trade war, US companies in China report record-low new investment plans",2025-07-17 00:01:25,1,0.9291450906603584
Tigers trade pitch moves Jackson Jobe and more for $120 million All-Star,2025-07-16 23:57:43,1,0.9078720777120765
Clippers Beat Out Rival Lakers for 3-Time All- Star Bradley Beal,2025-07-16 23:51:06,2,0.8228163584666697
"NATO Chief Warns Brazil, China, India to Stop Doing Business with Russia",2025-07-16 23:41:57,2,0.9136045098451122
Los Angeles Clippers Signing 3x All-Star Scorer,2025-07-16 23:33:31,2,0.7047624392159494
Goldman Sachs profits jump as CEO eyes more merger activity,2025-07-16 23:32:32,2,0.9245582178840857
U.S.-India Trade Rapprochement Effort in the Face of New Tariffs,2025-07-16 23:30:47,2,0.8998600970684987
Goldman Sachs Profits Jump As CEO Eyes More Merger Activity,2025-07-16 23:30:26,2,0.9245582178840857
Rotorua developer Tony Bradley takes over stalled Victoria St project with Kāinga Ora,2025-07-16 23:30:00,1,0.9427104763496831
Goldman Sachs profits jump as CEO eyes more merger activity,2025-07-16 23:28:34,2,0.9245582178840857
M&A Enforcement Easing Under The Trump Administration,2025-07-16 23:24:57,3,0.8481862290203088
U.S. producer prices unchanged as wholesale inflation cooled in May,2025-07-16 23:24:02,2,0.851264565758416
"US not just demanding market access, but plans to invest: RI",2025-07-16 23:21:42,1,0.8625359163326031
Reports: Indonesia Trade Deal Unlocks Massive Copper Access for U.S.,2025-07-16 23:19:01,2,0.9129718419847221
"Clippers to sign Bradley Beal to two-year deal after completion of contract buyout with the Suns, per report",2025-07-16 23:18:04,2,0.9288177911953562
Berserk's Best Anime Adaptation Gets Limited-Time Price Cut At Amazon,2025-07-16 23:18:00,1,0.9101681431685151
What a new contract for Terry McLaurin could look like as star WR puts Commanders on notice,2025-07-16 23:16:41,2,0.9382065777755216
Bitcoin Wavers After Trump Says He's 'Not Planning' to Fire Fed Chair,2025-07-16 23:16:41,2,0.5462732794852222
"Egypt, China sign deal for flagship industrial zone expansion",2025-07-16 23:16:00,2,0.90894621008703
Bradley Beal's price was right for Clippers in West-altering decision,2025-07-16 23:15:31,1,0.8753958296169257
Aura Minerals Shares Mixed in US Debut After Oversubscribed Deal,2025-07-16 23:15:07,3,0.9017825134331521
The Wrecking of the FBI,2025-07-16 23:15:00,2,0.7756852983987848
Bucks get bad news on signing All-Star guard as Damian Lillard replacement,2025-07-16 23:14:39,1,0.9223253501368929
Bradley Beal Will Reportedly Sign With Clippers After Buy Out from Suns,2025-07-16 23:13:46,2,0.7711808790805228
"Lakers miss out on 3-time All Star as West rival edges LeBron James, Luka Doncic for signing",2025-07-16 23:09:14,1,0.9300180560212509
"EU Drops Digital Tax, Clearing the Way for Apple and Other US Tech Giants",2025-07-16 05:21:30,3,0.9207586747679499
Asia stock markets today: live updates,2025-07-16 05:12:58,1,0.8810777165823324
This hypothetical Lakers trade sends away LeBron James to team up with old friends,2025-07-16 05:05:24,3,0.9287276470809825
"Video
Bag designer says cost of making products in U.S. is too high
5:00",2025-07-16 05:03:33,1,0.7962215694692758
Phillies linked to struggling former All-Star ahead of trade deadline,2025-07-16 04:50:05,2,0.8916629964462253
"After widespread slowdown, Port of LA import surge is a sign Trump’s ‘whipsaw’ tariffs sparked ‘one last’ stockpiling push, executive director says",2025-07-16 04:33:00,1,0.7472371552657646
Green Thumbs-Up from British Growers and Traders for UK-EU Plant Deal,2025-07-16 04:30:00,3,0.8987045601675855
Five Blockbuster Trades Phillies Should Make to Reach World Series,2025-07-16 04:28:50,1,0.7410236523739016
Asian Traders Tread With Caution as Fed Bets Wane: Markets Wrap,2025-07-16 04:28:25,1,0.9170439605015543
"Stock market today: Dow, S&P 500, Nasdaq tick up as Wall Street juggles tariffs, earnings, and inflation",2025-07-16 04:20:44,3,0.538650638515879
"Stock market today: Dow, S&P 500 stall, Nasdaq futures slip as Fed rate cut bets wane",2025-07-16 04:20:44,1,0.9347633022056424
"Australian PM Talks Trade in China, Sidesteps Tensions With Xi",2025-07-16 04:18:52,3,0.9134852478645761
Accenture Song – WPP merger rumors swirl – but would it make sense?,2025-07-16 04:14:35,3,0.9135753065125346
"Most Canadians prefer ""hard approach"" in trade talks with Trump: survey",2025-07-16 04:12:00,3,0.8840230996602191
Wheat Closes with Mixed Trade on Tuesday,2025-07-16 04:07:57,2,0.858353048639085
Canelo Alvarez vs. Hamzah Sheeraz In 2026?,2025-07-16 04:07:32,3,0.8657831691496378
Soybeans Fall on Tuesday,2025-07-16 04:01:35,1,0.8209275464324042
Trump Says He Has a Trade Deal With Indonesia,2025-07-16 03:56:46,2,0.8847836693743243
Trump defends giving Putin '50 days' to make peace with Ukraine,2025-07-16 03:49:56,2,0.911139990634327
U.S. says Nvidia's sales of AI chips to China are part of rare earths talks,2025-07-16 03:49:00,3,0.9216681462122491
"Kyrie Irving’s ACL rehab Ahead of schedule, says Mavericks GM Nico Harrison",2025-07-16 03:47:45,2,0.929292312236326
Maple Leafs eye Erik Karlsson in bold blue line shake-up trade idea,2025-07-16 03:40:32,3,0.9364540712079937
Can Shemar Stewart return to college? Explaining potential options for Bengals pass rusher during contract holdout,2025-07-16 03:32:45,1,0.9401198213650932
Trump says Indonesia to face 19 percent tariff under trade deal - Economy - The Jakarta Post,2025-07-16 03:29:49,2,0.9414439602296895
Phillies get projected trade cost to land Guardians' Emmanuel Clase,2025-07-16 03:27:56,2,0.9050006920426659
"Nasdaq edges to record as Dow, S&P 500 retreat",2025-07-16 03:24:44,3,0.8549971659941968
"Nvidias resumption of AI chips to China is part of rare earths talks, says US",2025-07-16 03:23:15,3,0.9221028688842172
Could Bitcoin finally be ‘mooning’? (Paul Quickenden),2025-07-16 03:23:07,3,0.7506493114709466
Turkey’s Regional Power Push,2025-07-16 03:22:04,2,0.8009721372861524
The lie at the heart of Trump’s entire economic agenda,2025-07-16 03:08:38,2,0.8849220739998914
Eight Books on Focus,2025-07-16 03:07:31,3,0.7770579015536199
Trump Broke the Left and Exposed Its Dirty Playbook,2025-07-16 03:07:14,3,0.8979762129441617
Trump sets 19% tariff on Indonesia goods in latest deal; EU readies retaliation,2025-07-16 03:05:23,2,0.9311026876121032
Trump Trade Deal Revealed: Indonesia Shoe Imports to US Will Face 19 Percent Tariff Rate,2025-07-16 03:01:14,2,0.9373619549902383
America’s only rare earth producer gets a boost from Apple and Pentagon agreements,2025-07-16 02:49:36,3,0.9248805928644982
America’s only rare earth producer gets a boost from Apple and Pentagon agreements,2025-07-16 02:49:36,3,0.9248805928644982
Trump Promised to End Inflation. He’s Bringing It Back Instead.,2025-07-16 02:48:20,2,0.862349526342283
Fyodor Lukyanov: Here’s the fundamental difference between Russian and US strategy towards Ukraine,2025-07-16 02:46:01,3,0.8988482928090622
Rachel Reeves Mansion House 2025 speech,2025-07-16 02:45:16,3,0.8882937642298141
Bucks need to consider reunion with free agent former Milwaukee standout,2025-07-16 02:43:30,2,0.9182612960638676
"Eli Manning backs out of Giants ownership purchase, Darren Waller seeks sunnier skies with Dolphins",2025-07-16 02:42:00,3,0.9409010323338582
Xi Jinping reinforces China’s military rights in meeting with Albanese,2025-07-16 02:35:21,3,0.9148801740142357
Stocks Fade as Expectations are Trimmed for Fed Rate Cut in September,2025-07-16 02:32:41,1,0.9210187742635562
World Energy Report Exposes Looming Resource Crises,2025-07-16 02:30:00,3,0.5436700162908195
Moishe Mana scores $150M refi for 56-property portfolio in Miami’s Wynwood,2025-07-16 02:30:00,1,0.9037876337717692
Trump announces 19 percent tariff on Indonesia,2025-07-16 02:29:29,2,0.8866213849435773
China Gets NVIDIA AI Chips Again as US Approves Sales,2025-07-16 02:18:38,3,0.9130794627125763
"Colorado’s Roger Hutson tried to keep Trump from a second term. But six months in, he’s ‘very impressed.’ (Opinion)",2025-07-16 02:17:18,2,0.9002151110933229
Why Padres 'Trade Deadline Dream Scenario' Makes Perfect Sense For San Diego,2025-07-16 02:00:01,2,0.919314975279038
"US Trade Wars Will Hit Households Worldwide, BOE’s Bailey Warns",2025-07-16 01:54:03,1,0.5096940934133847
Most Canadians prefer tough approach in trade talks with Trump: survey,2025-07-16 01:50:54,3,0.914018017425654
Lakers Receive Update Regarding Luka Doncic's Contract Situation,2025-07-16 01:46:25,2,0.9132036871414555
Portman Ridge Finance Corporation Closes Merger with Logan Ridge Finance Corporation,2025-07-16 01:45:00,1,0.9363844423491734
The cost of Moscow’s war,2025-07-16 01:45:00,2,0.7674776437688289
"Trump: Indonesia Agrees to Pay 19 Percent Tariff, Open Up Market to U.S. in Trade Deal",2025-07-16 01:44:51,2,0.9181366786142567
"Stock market today: Dow slides after CPI inflation accelerates, Nvidia's surge lifts Nasdaq to record",2025-07-16 01:39:55,2,0.9308858648790062
Trump announces trade deal with Indonesia,2025-07-16 01:39:12,2,0.885716672779609
Embraer Says Impact of Trump Tariffs Could Rival Covid,2025-07-16 01:32:21,2,0.9151879615876534
EU demands more action from Israel on aid deal as strikes in Gaza continue,2025-07-16 01:21:29,3,0.9271765160675988
Trump claims tariff deal with Indonesia,2025-07-16 01:17:58,2,0.8828218431468225
India's Top Diplomat Visits China for First Time in 6 Years for Trade and Security Talks,2025-07-16 01:17:17,2,0.6246383445591647
MLB Writer Expects Rangers To Cut Ties With All-Star Slugger In Monster Trade,2025-07-16 01:14:01,1,0.9294876520727213
EU backs Trump Ukraine U-Turn but wants US to 'share burden',2025-07-16 01:14:00,3,0.6763900524917619
Trump to 'refine trade deal' with UK,2025-07-16 01:08:00,2,0.8196679095953787
"Crude Falls Amid Stronger Dollar, Supply Risk Doubts",2025-07-16 01:00:08,1,0.9117922762356445
"Report: Steelers, TJ Watt Facing Major Issue in Contract Discussions",2025-07-16 00:54:23,3,0.8982901995035504
"US banking giants reap gains from dealmaking rebound, trading bump",2025-07-16 00:52:24,1,0.9150389020153394
Padres' Jackson Merrill makes NSFW remark on play before All-Star break,2025-07-16 00:51:53,2,0.9086992359527283
"Trump's new trade deal promises billions to the U.S. — plus, reasons behind the mixed market",2025-07-16 00:47:48,2,0.9170136109620172
"Trump says trade deal with Indonesia 'great deal, for everybody'",2025-07-16 00:47:39,2,0.8847836693743243
Former Bucks guard Vasilije Micic signs lucrative deal with EuroLeague powerhouse,2025-07-16 00:47:36,3,0.7247106513887452
'We will keep delivering!' Trump touts 'landmark deal' with new steep tariff,2025-07-16 00:35:02,2,0.8822526478518586
Consider the lobster: A crustacean's voyage through Donald Trump's trade chaos,2025-07-16 00:30:00,2,0.8834917256864967
Trump announces trade deal with Indonesia,2025-07-16 00:25:28,2,0.885716672779609
Bengals in contract standoff with Trey Hendrickson: Breaking down where things stand going into training camp,2025-07-16 00:15:34,2,0.4968601044517127
Aiarty Rescues Your Noisiest Footage and Photos from the Darkest Scenes,2025-07-16 00:13:40,3,0.9161247590911172
Indonesia signs up for 50 Boeing jets as Trump imposes 19 percent tariff on goods,2025-07-16 00:09:32,3,0.5212108493290853
"Trump Announces Trade Deal With Indonesia, Opening Entire Market to U.S.",2025-07-16 00:09:28,2,0.9124767064044471
Omnicom Remains On Track to Close IPG Deal This Year,2025-07-16 00:09:19,2,0.9158782375330317
Red Sox Blockbuster? Why Latest Alex Bregman Trade Rumors Make No Sense,2025-07-16 00:09:01,3,0.9241639855679323
Steel producers warn of dire consequences of U.S. trade deal with tariffs,2025-07-16 00:03:19,2,0.9242972538950792
America’s only rare earth producer gets a boost from Apple and Pentagon agreements,2025-07-15 23:59:36,3,0.9248805928644982
Delay on health labelling on alcohol comes amid uncertain trading environment,2025-07-15 23:57:42,3,0.9274464991428214
America's only rare earth producer gets a boost from Apple and Pentagon agreements,2025-07-15 23:55:21,3,0.9248805928644982
"Trade Talks: Trump Says Will Have Access Into India, Working On Same Line As Indonesia",2025-07-15 23:40:38,2,0.9127859600978444
Congress collects MPs’ signatures for impeachment motion against Justice Yashwant Varma,2025-07-15 23:33:38,3,0.9242922453707794
How Trump Can Turn Ukraine Around,2025-07-15 23:33:10,2,0.8292572880552906
"[Latest] Global Recycled Ocean Plastics Market Size/Share Worth USD 3.50 Billion by 2034 at a 6.81% CAGR: Custom Market Insights (Analysis, Outlook, Leaders, Report, Trends, Forecast, Segmentation, Growth Rate, Value, SWOT Analysis)",2025-07-15 23:31:00,1,0.9497730314637505
Trump Says Indonesia To Face 19% Tariff Under Trade Deal,2025-07-15 23:30:27,2,0.9134748350619101
"China growth pings, A US tariff playbook?",2025-07-15 23:29:22,3,0.8050144204527827
"NATO Chief Warns India, China and Brazil Of Secondary Sanctions Over Russia Links",2025-07-15 23:28:24,2,0.9269325084535293
Federal judge halts CFPB rule to remove medical debt from credit reports,2025-07-15 23:26:56,2,0.9355538505954796
Carney says US-Canada trade deal likely to include some tariffs,2025-07-15 23:19:34,2,0.9119691787550381
Terry McLaurin landing spots: Potential trade suitors as WR frustrated with Commanders amid contract dispute,2025-07-15 23:18:05,2,0.9458396153773341
Tesla launches Model Y in India with elevated price tag amid high tariffs,2025-07-15 23:13:05,1,0.7172972355410951
Terry McLaurin ‘frustrated’ with contract status ahead of Commanders training camp,2025-07-15 23:12:26,2,0.9237131530051048
"Manhattan, Chicago Murder Rates Plunge in 2025, Officials Say",2025-07-15 23:08:05,2,0.8856972588213763
Trump throws gauntlet down on Putin — who gambled he could stall his way to victory,2025-07-15 04:55:02,3,0.9127829881636589
US imposes a 17% duty on Mexican tomatoes in hopes of boosting domestic production,2025-07-15 04:43:29,1,0.9244665200839901
Fresh Mexican tomatoes singled out for 17% tariff,2025-07-15 04:41:05,1,0.845910559235358
"Indian exports to US to be more competitive after tariff hike on China, other countries: Niti Aayog",2025-07-15 04:40:00,3,0.914111600837836
Brook Lopez could see a potential 'twin towers' role with Ivica Zubac on Clippers,2025-07-15 04:33:26,3,0.829928848551462
US tariffs of 30% could accelerate job losses - Tánaiste,2025-07-15 04:30:01,2,0.8845548710150494
US Imposes Major Duty On Fresh Mexican Tomatoes To Boost Domestic Production,2025-07-15 04:09:38,1,0.9301222601646345
"Deal-making across Wall Street is ramping up, Jim Cramer says",2025-07-15 04:08:53,3,0.8997917763219174
Why Trump Suddenly Sounds Tougher on Russia,2025-07-15 04:02:00,2,0.8871804237984304
US announces 17% tariff on Mexican tomato imports,2025-07-15 03:51:31,3,0.5883911529472372
US imposes a 17% duty on fresh Mexican tomatoes in hopes of boosting domestic production,2025-07-15 03:38:44,1,0.932184916631028
"Rollins Slams Medicaid, Touts Healthy Food to Cut Health Care Costs—GOP Cut Both Programs",2025-07-15 03:37:48,2,0.934494706097467
"Trump’s new Ukraine plan, briefly explained",2025-07-15 03:36:14,2,0.862460523541934
Trump administration imposes 17% tariff on fresh Mexican tomatoes,2025-07-15 03:35:00,1,0.47194573661185124
"Trump sours on Putin, but bromance may not be over",2025-07-15 03:31:00,2,0.8312721654790983
Trade Desk's stock jumps on S&P 500 inclusion as Ansys exits index due to acquisition,2025-07-15 03:28:45,2,0.9232412321084181
"DEAL: Save $720 on Galaxy Z Flip 7, Free Upgraded Storage Included",2025-07-15 03:27:26,1,0.9147182525263566
"EU trade ministers call Trump’s 30% tariff ‘absolutely unacceptable,’ plan countermeasures",2025-07-15 03:19:59,3,0.8922649864109906
Trump threatens Russia with tariffs while unveiling new Ukraine weapons plan,2025-07-14 23:34:03,2,0.9311238287391812
China exports beat forecasts in June after U.S. tariff truce,2025-07-15 03:07:03,3,0.9056041154970668
Japan ruling party support plunges ahead of national election in NHK poll,2025-07-15 03:02:58,3,0.5426399643875779
Trump Threatens Secondary Tariffs Against Russia’s Trade Partners,2025-07-15 03:02:46,2,0.9017611755835828
EU threatens countermeasures over U.S. tariffs; Trump says he is open to talks,2025-07-15 02:57:33,3,0.6367431041016269
Trump threatens Russia with 100% tariffs if war on Ukraine isn't resolved within 50 days,2025-07-15 02:57:08,2,0.9244818094442979
US imposes a 17% duty on fresh Mexican tomatoes,2025-07-15 02:56:50,1,0.8865279608518697
"S&P 500 Gains & Losses Today: EQT Stock Jumps, Modelo Maker Constellation Drops",2025-07-15 02:55:45,2,0.9200925996666588
George Pickens predicted to sign $76 million contract after trade from Steelers to Cowboys,2025-07-15 02:54:52,2,0.9261108059297649
Censorship for Citizenship,2025-07-15 02:53:00,3,0.7762400468483353
"Mexico, EU Tariff Threats Follow Double Digit Trend: How Shoe Firms Are Responding",2025-07-15 02:52:42,2,0.9303807285830853
Yankees Pushed To Swing 'Emergency Trade' For $13.5 Million Ace,2025-07-15 02:51:37,2,0.8756517782148697
Soybeans Weakness Continues on Monday,2025-07-15 02:45:37,2,0.8618719748855413
US imposes a 17% duty on fresh Mexican tomatoes,2025-07-15 02:42:27,1,0.8865279608518697
US imposes a 17% duty on fresh Mexican tomatoes,2025-07-15 02:42:25,1,0.8865279608518697
US imposes a 17% duty on fresh Mexican tomatoes,2025-07-15 02:39:32,1,0.8865279608518697
US imposes a 17% duty on fresh Mexican tomatoes,2025-07-15 02:39:32,1,0.8865279608518697
"Cooper, Drake, and Klay: 7 wild NBA Offseason Storylines",2025-07-15 02:39:00,3,0.46969646755143657
"Samsung Has Secured A Decisive Win In Its OLED Trade Secret Infringement Case Against China’s BOE – A Major Blow For Apple, Which Now Risks Higher iPhone 17e Production Costs",2025-07-15 02:36:42,1,0.9606580121037055
Xi and Albanese to meet — with some touchy topics on the agenda,2025-07-15 02:32:37,3,0.9001806452479957
"Fox News Politics Newsletter: Biden Chief of Staff OK'd Autopen Pardons, Email Reveals",2025-07-15 02:31:59,2,0.927558796981705
San Francisco 49ers in crisis as Jauan Jennings demands more money or walks away,2025-07-15 02:26:36,3,0.9312005323255497
"EU to hit US aircraft, cars and food in latest retaliatory strike",2025-07-15 02:17:35,2,0.9134248420934667
Trump Threatens Moscow With Tariffs If No Ukraine Deal In 50 Days,2025-07-15 02:13:57,2,0.9119539771266096
Stocks Rebound as Trump Says He’s Open to Trade Talks,2025-07-15 02:09:10,3,0.887007259921907
"Trump's latest tariff salvo fuels economic uncertainty, experts say",2025-07-15 02:07:54,2,0.9002546180798525
Rookie Hugo Gonzalez reveals two favorite Celtics growing up,2025-07-15 02:02:19,2,0.9123928176723194
LeBron James Sends Message to Cavaliers Executive Amid Trade Speculation,2025-07-15 01:58:47,1,0.9161654534429018
"Almost half of young workers expected to work unpaid overtime, while a quarter aren’t paid compulsory super",2025-07-15 01:39:31,3,0.9370576970621034
Red Sox Predicted to Cut Ties With Jarren Duran After $200M Alex Bregman Update,2025-07-15 01:37:33,3,0.7156344909507214
"Stock market today: Nasdaq secures record close as investors shake off tariff threats, eye key inflation data",2025-07-15 01:30:46,2,0.9473378775224329
Dementia Don: My Tariff Threatening Letters Are 'The Deals',2025-07-15 01:30:02,2,0.8549384812150359
Most important non-QB for every NFL team: These players will go a long way in determining their club's success,2025-07-15 01:25:33,1,0.6413287267024105
Did Windsurf Sell Too Cheap? The Wild 72-Hour Saga and AI Coding Valuations,2025-07-15 01:18:59,1,0.9097253407276057
Pension fund Previ sells stake in Brazil's BRF ahead of Marfrig deal,2025-07-15 01:16:29,2,0.9314155965442189
MLB writer proposes crazy Cardinals' Sonny Gray Red Sox trade,2025-07-15 01:14:50,3,0.9270094550512512
Mavericks officially make $54 million decision as trade questions loom,2025-07-15 01:14:45,3,0.4829057334369051
Yankees’ trade targets include 5 Pittsburgh Pirates players,2025-07-20 21:19:51,1,0.8967643111511965
Port of LA sees record freight in trade war whipsaw to beat tariffs,2025-07-15 01:13:31,2,0.4846862048782689
Insider reveals Celtics' Anfernee Simons trade plan as questions mount,2025-07-15 01:12:03,3,0.9118736022984615
Heat considered favorites for 9-time All-Star and Celtics' target for one reason,2025-07-15 01:08:05,1,0.8817928650438195
"Lakers' Bronny James is showing summer-league improvement, but he has long way to go to carve out NBA role",2025-07-15 01:07:01,3,0.9237401971356027
Bucks' Giannis Antetokounmpo creates interesting contract situation for Knicks wing,2025-07-15 01:05:26,2,0.92343563999741
EU wine “concerned” about Trump tariffs threat but optimistic of deal,2025-07-15 01:00:41,2,0.9114697726877324
Roundup: Italy urges dialogue with U.S. as tariff hikes threaten blns in loss,2025-07-15 00:51:00,1,0.9113299401073803
Giants' deep running back room sets up camp battles,2025-07-15 00:42:44,2,0.9042409072667491
"E.U. tariffs set to raise pasta and wine prices, threatening jobs on both sides of the Atlantic",2025-07-15 00:32:37,3,0.9160515954208759
"How Greg Sankey, the SEC and Big Ten will steer the future of college football",2025-07-15 00:28:48,3,0.9156012523615187
Two trade scenarios for Pirates Mitch Keller,2025-07-15 00:24:32,1,0.8797793123560982
Row Polymorphic Programming,2025-07-15 00:20:31,3,0.8322125431602421
Trump Threatens New Sanctions on Russian Exports After Grace Period,2025-07-14 23:33:46,2,0.9196481301813927
Trump Gives Putin Deadline: Peace in 50 Days or 100% Tariffs on Russia's Trade Partners,2025-07-15 00:20:10,2,0.924428499704687
Trump Threatens 100% Secondary Tariffs on Russia If No Ukraine Deal in 50 Days,2025-07-15 00:20:00,2,0.924346742309407
Port of LA Sees Busiest June Ever as Tariffs ‘Whipsaw’ Imports,2025-07-15 00:19:20,3,0.9044551720805931
'Knife to a gunfight': Trump ridiculed for '​big reveal' with Russia,2025-07-15 00:18:35,2,0.8317666375618773
It's not so good(s)! India has trade gap with 5 of 7 key FTA partners,2025-07-15 00:13:05,2,0.8981157422955062
"Samsung EPP/EDU New App Users: 12.4"" 512GB Samsung Galaxy Tab S10+ w/ S Pen $512.49 w/ Trade-In of Any Tablet & More + Free Shipping",2025-07-15 00:05:45,1,0.9376648141588011
US trade talks moving at fast pace for win-win deal: Piyush Goyal,2025-07-15 00:03:32,3,0.5250193933063134
Trump threatens Russia with tariffs while unveiling new Ukraine weapons plan,2025-07-14 23:50:42,2,0.9311238287391812
AI Startup Cognition to Buy Windsurf After Google Licensing Deal,2025-07-14 23:47:29,3,0.9209159601171979
Jauan Jennings update: honest and straightforward,2025-07-14 23:35:34,3,0.8619478530978423
"EU trade deal may open export markets for green, sustainable goods: RI",2025-07-14 23:35:28,3,0.9140724702902743
Let’s free ourselves of the U.S. and forge closer ties with China,2025-07-14 23:31:32,1,0.8747552522268065
Trump Issues Nonsensical Threat to Putin Over Ukraine War,2025-07-14 23:27:29,2,0.904387303792024
Trump is Undoing Climate Action. Can Clean Energy Investments Survive?,2025-07-14 23:20:53,1,0.7426785798421096
Analysis-US rare earth pricing system is poised to challenge China's dominance,2025-07-14 23:18:36,1,0.865707210799981
Analysis-US rare earth pricing system is poised to challenge China's dominance,2025-07-14 23:18:36,1,0.865707210799981
EU warns of 'countermeasures' after Trump announces 30 percent tariffs,2025-07-14 23:14:03,2,0.9031374289158876
"Fantasy Basketball 2025 Free Agency Wrap-Up: Ayton to Lakers, Booker stays, Thunder lock in core, more",2025-07-14 23:12:39,1,0.9212875804262991
List of US Imports From Russia as Trump Threatens Secondary Tariffs,2025-07-14 23:11:10,2,0.9146537115571804
EU trade ministers call Trump’s 30% tariffs ‘absolutely unacceptable’,2025-07-14 23:06:43,3,0.5259574310872946
Red Sox could target $8.2 million Cardinals All-Star to boost bullpen,2025-07-14 23:02:15,1,0.9093623904554873
"US wants EU to ‘follow us 100%’ on China, says Brussels",2025-07-14 23:00:56,3,0.8488482737126265
Emerald Creek Lends $23M on Tennessee Industrial Mixed-Use Acquisition,2025-07-14 23:00:46,2,0.9041304567240754
"India inches closer to historic US trade deal, can Modi dodge Trump’s 26% tariff threat?",2025-07-14 22:58:07,2,0.9207797277069137
Beyond Meat Fights for Survival,2025-07-20 05:24:40,1,0.8323402093609352
Zelensky calls for ceasefire talks with Russia next week | CNN,2025-07-20 05:20:23,3,0.5201798463488931
Trump administration imposes limits on Mexican flights and threatens Delta alliance in trade dispute,2025-07-20 05:07:56,3,0.9379541772952064
Trump administration imposes limits on Mexican flights and threatens Delta alliance in trade dispute - AP News,2025-07-20 05:02:15,3,0.9431021066091773
Latest Mock Trade Sends $60 Million All-Star Slugger To Loaded Dodgers,2025-07-20 04:52:01,1,0.9192811181346631
"India, US teams conclude fifth round of talks on proposed trade pact: Official",2025-07-20 04:50:00,3,0.9180600697132019
"Trump’s ambitions collide with Epstein, Fed and health concerns",2025-07-20 04:39:29,1,0.8845323971641116
Trae Young's NBA Future Has Become a Focus Around the League,2025-07-20 04:34:29,3,0.8861711364184449
"A Potential Investor Reached Out To Small Business Owners Asking, 'What Are The Best 'Boring' Businesses To Buy From Retiring Boomers?'",2025-07-20 04:30:42,3,0.9312496261639739
OPEC Is Playing The Long Game,2025-07-20 04:30:00,3,0.8642800641573337
OPEC Is Playing The Long Game,2025-07-20 04:30:00,3,0.8642800641573337
"US threatens Mexican flights over cargo, competition issues - Reuters",2025-07-20 04:02:55,3,0.9012438926669066
"With Beal in fold, Clips turn sights toward CP3",2025-07-20 03:50:06,2,0.8624276072609045
Trevor Cahill Retires,2025-07-20 03:50:04,3,0.8324142379001681
"US threatens Mexican airline flights over cargo, competition issues - Reuters",2025-07-20 03:42:44,3,0.9140042182314949
"Lakers plan to sign 6-foot-3 former Celtics DPOY, fan favorite guard",2025-07-20 02:56:26,1,0.9036004195283397
Samsung - Galaxy Watch Ultra 2024 - $324.99,2025-07-20 02:38:42,1,0.8659280481404593
Japan PM Faces Reckoning In Upper House Election,2025-07-20 02:30:28,3,0.9122516637827949
Time v money: Examining the cost of convenience in daily life - Nadine Higgins,2025-07-20 02:30:00,1,0.9231535335490844
Why American Chefs Are Going All in on This Delicious European Fish,2025-07-20 02:30:00,3,0.9016511655954567
Braves Shockingly Predicted To Cut Ties With $73 Million Gold Glove Star,2025-07-20 02:18:20,1,0.8860715515519385
Phillies Adding On? Blockbuster Trade Rumors Heating Up As Deadline Nears,2025-07-20 02:16:19,2,0.9173142712153255
Japan tariff negotiator Akazawa to hold more trade talks in U.S. this week,2025-07-20 02:15:08,3,0.9221773558333395
Japan heads to polls in key test for PM Ishiba,2025-07-20 02:13:23,2,0.893942042324334
Trump announces 'massive' trade deal with Japan,2025-07-23 05:19:03,2,0.8836141722006091
NFL Insider Weighs in on Possibility of Terry McLaurin Trade,2025-07-20 02:04:02,2,0.9114664354290943
"NBA free agency rumors: Clippers 'strongly considering' Chris Paul; Knicks, Kings linked to Ben Simmons",2025-07-20 01:55:49,2,0.9247927270560514
Macro drivers will dampen Bitcoin’s halving cycle — Tim Draper,2025-07-20 01:22:39,2,0.9159303534074551
Celtics Suggested as Trade Destination for 3-Time All-Star Big Man,2025-07-20 01:18:44,2,0.7363383509103969
Padres-White Sox trade proposal plugs two holes on roster in one deal,2025-07-20 01:04:26,3,0.8942036243366903
